ride_id,driver_id,passenger_id,pickup_datetime,dropoff_datetime,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,fare_amount,tip_amount,surge_multiplier,ride_status
RIDE00030978,DRV001952,PAS001302,2026-04-30 05:23:00,2026-04-30 05:28:00,37.772204,-122.464611,37.770552,-122.417776,11.21,0.0,1.0,completed
RIDE00030979,DRV000145,PAS000448,2026-04-30 15:39:00,2026-04-30 15:51:00,37.791827,-122.398471,37.795592,-122.389652,7.64,0.0,1.0,completed
RIDE00030980,DRV001275,PAS002863,2026-04-30 09:59:00,2026-04-30 11:05:00,37.438645,-122.156582,37.78849,-122.429838,102.35,23.0,1.0,completed
RIDE00030981,DRV001875,PAS000494,2026-04-30 15:08:00,2026-04-30 15:33:00,37.767452,-122.449634,37.872792,-122.268711,44.55,0.0,1.0,completed
RIDE00030982,DRV001419,PAS003539,2026-04-30 07:46:00,2026-04-30 07:51:00,37.79398,-122.398485,37.790912,-122.435191,9.68,0.0,1.0,completed
RIDE00030983,DRV001659,PAS000422,2026-04-30 17:26:00,2026-04-30 17:38:00,37.759014,-122.425439,37.795176,-122.401844,14.02,3.0,1.0,completed
RIDE00030984,DRV001313,PAS002915,2026-04-30 15:33:00,2026-04-30 15:42:00,37.767463,-122.448111,37.786839,-122.385728,15.51,0.0,1.0,completed
RIDE00030985,DRV000584,PAS004604,2026-04-30 22:18:00,2026-05-01 00:10:00,37.805478,-122.422667,37.35017,-121.875906,158.41,0.0,1.0,completed
RIDE00030986,DRV000295,PAS003170,2026-04-30 08:29:00,2026-04-30 10:21:00,37.398734,-122.087773,37.777591,-122.45247,128.82,25.0,1.0,completed
RIDE00030987,DRV001166,PAS001300,2026-04-30 06:01:00,2026-04-30 06:12:00,37.758228,-122.402932,37.77822,-122.414479,10.08,0.0,1.0,completed
RIDE00030988,DRV000567,PAS003906,2026-04-30 14:07:00,2026-04-30 14:19:00,37.373263,-122.10184,37.39036,-122.098398,9.47,2.0,1.0,completed
RIDE00030989,DRV000431,PAS004121,2026-04-30 10:16:00,2026-04-30 10:24:00,37.799568,-122.438336,37.777392,-122.413154,10.7,0.0,1.0,completed
RIDE00030990,DRV001292,PAS001491,2026-04-30 10:04:00,2026-04-30 10:24:00,37.790169,-122.402394,37.819091,-122.255824,31.73,0.0,1.0,completed
RIDE00030991,DRV001591,PAS002414,2026-04-30 15:25:00,2026-04-30 15:35:00,37.784063,-122.398036,37.799201,-122.417099,9.66,0.0,1.0,completed
RIDE00030992,DRV001284,PAS004625,2026-04-30 08:14:00,2026-04-30 09:50:00,37.77033,-122.442041,37.395272,-122.089756,240.9,0.0,1.97,completed
RIDE00030993,DRV000834,PAS003331,2026-04-30 23:11:00,2026-04-30 23:16:00,37.796567,-122.438183,37.808224,-122.383124,12.76,2.0,1.0,completed
RIDE00030994,DRV001503,PAS004284,2026-04-30 07:24:00,2026-04-30 07:47:00,37.805479,-122.406277,37.812504,-122.256631,32.45,0.0,1.0,completed
RIDE00030995,DRV001711,PAS001818,2026-04-30 12:15:00,2026-04-30 12:27:00,37.793269,-122.442468,37.767658,-122.435153,11.21,0.0,1.0,completed
RIDE00030996,DRV001623,PAS002286,2026-04-30 08:09:00,2026-04-30 09:52:00,37.772687,-122.451075,37.371676,-122.074855,130.64,15.0,1.0,completed
RIDE00030997,DRV000290,PAS003634,2026-04-30 07:18:00,2026-04-30 07:30:00,37.782938,-122.391636,37.792956,-122.415199,10.21,0.0,1.0,completed
RIDE00030998,DRV001779,PAS001676,2026-04-30 09:44:00,2026-04-30 10:36:00,37.445751,-122.156185,37.801237,-122.253897,88.89,0.0,1.0,completed
RIDE00030999,DRV001447,PAS003207,2026-04-30 09:31:00,2026-04-30 09:36:00,37.33087,-121.879237,37.327942,-121.868539,5.75,0.0,1.0,completed
RIDE00031000,DRV000214,PAS004063,2026-04-30 08:41:00,2026-04-30 08:53:00,37.776165,-122.404866,37.742326,-122.399013,12.75,2.0,1.0,completed
RIDE00031001,DRV000104,PAS000865,2026-04-30 12:15:00,2026-04-30 12:20:00,37.783759,-122.422986,37.785997,-122.407797,6.38,0.0,1.0,completed
RIDE00031002,DRV001203,PAS002703,2026-04-30 08:11:00,2026-04-30 08:16:00,37.794262,-122.425829,37.767801,-122.40651,9.94,0.0,1.0,completed
RIDE00031003,DRV001877,PAS000249,2026-04-30 07:53:00,,37.799384,-122.259462,,,0.0,0.0,1.0,cancelled
RIDE00031004,DRV001641,PAS003972,2026-04-30 17:35:00,2026-04-30 17:44:00,37.457741,-122.149207,37.455023,-122.154353,6.15,0.0,1.0,completed
RIDE00031005,DRV001747,PAS003358,2026-04-30 17:50:00,2026-04-30 19:50:00,37.340023,-121.891368,37.799749,-122.395011,156.98,0.0,1.0,completed
RIDE00031006,DRV001648,PAS002771,2026-04-30 19:37:00,2026-04-30 19:42:00,37.884388,-122.264564,37.880469,-122.286958,7.52,0.0,1.0,completed
RIDE00031007,DRV000761,PAS001594,2026-04-30 06:14:00,2026-04-30 08:01:00,37.811141,-122.40343,37.349286,-121.885241,154.86,33.0,1.0,completed
RIDE00031008,DRV001060,PAS002101,2026-04-30 07:18:00,2026-04-30 07:25:00,37.797445,-122.40912,37.807226,-122.400046,6.96,1.0,1.0,completed
RIDE00031009,DRV000486,PAS003084,2026-04-30 07:37:00,,37.785111,-122.395918,,,0.0,0.0,1.0,cancelled
RIDE00031010,DRV000038,PAS003589,2026-04-30 11:04:00,2026-04-30 11:25:00,37.804614,-122.399887,37.791651,-122.268708,29.13,0.0,1.0,completed
RIDE00031011,DRV000797,PAS003784,2026-04-30 09:08:00,2026-04-30 09:40:00,37.755262,-122.432519,37.862621,-122.260007,,5.0,1.0,completed
RIDE00031012,DRV001244,PAS001387,2026-04-30 06:59:00,2026-04-30 07:25:00,37.784128,-122.446372,37.861349,-122.277868,40.24,6.0,1.0,completed
RIDE00031013,DRV000036,PAS002702,2026-04-30 05:43:00,2026-04-30 05:48:00,37.76087,-122.427858,37.746841,-122.4217,6.88,2.0,1.0,completed
RIDE00031014,DRV001432,PAS002745,2026-04-30 18:15:00,2026-04-30 20:15:00,37.782966,-122.409072,37.321958,-121.878303,159.96,17.0,1.0,completed
RIDE00031015,DRV001367,PAS004130,2026-04-30 08:26:00,2026-04-30 08:37:00,37.347884,-121.899411,37.350432,-121.874482,9.69,0.0,1.0,completed
RIDE00031016,DRV000922,PAS003598,2026-04-30 17:48:00,2026-04-30 18:08:00,37.805591,-122.400543,37.74892,-122.422431,20.03,0.0,1.0,completed
RIDE00031017,DRV001931,PAS003830,2026-04-30 18:58:00,2026-04-30 19:07:00,37.805197,-122.41345,37.781458,-122.420187,9.93,0.0,1.0,completed
RIDE00031018,DRV000930,PAS004342,2026-04-30 00:54:00,2026-04-30 02:25:00,37.812028,-122.425484,37.371934,-122.068782,131.58,25.0,1.0,completed
RIDE00031019,DRV000063,PAS002738,2026-04-30 22:28:00,2026-04-30 23:28:00,37.459168,-122.139953,37.786912,-122.403376,96.1,0.0,1.0,completed
RIDE00031020,DRV000570,PAS000206,2026-04-30 20:33:00,2026-04-30 22:09:00,37.345006,-121.894901,37.773323,-122.397683,145.15,22.0,1.0,completed
RIDE00031021,DRV000077,PAS000192,2026-04-30 08:41:00,2026-04-30 08:50:00,37.79834,-122.393505,37.788058,-122.402882,11.5,0.0,1.5,completed
RIDE00031022,DRV001247,PAS002357,2026-04-30 17:15:00,2026-04-30 19:15:00,37.75833,-122.447263,37.335709,-121.885465,157.98,36.0,1.0,completed
RIDE00031023,DRV000127,PAS004433,2026-04-30 18:55:00,2026-04-30 19:04:00,37.747357,-122.424361,37.797137,-122.411215,15.1,0.0,1.0,completed
RIDE00031024,DRV000185,PAS001381,2026-04-30 18:06:00,2026-04-30 18:22:00,37.762777,-122.458906,37.808877,-122.405904,,0.0,1.0,completed
RIDE00031025,DRV000672,PAS002087,2026-04-30 19:41:00,,37.802505,-122.452084,,,0.0,0.0,1.73,cancelled
RIDE00031026,DRV001234,PAS003568,2026-04-30 18:55:00,2026-04-30 19:04:00,37.789898,-122.432494,37.753725,-122.407459,13.22,0.0,1.0,completed
RIDE00031027,DRV000608,PAS004258,2026-04-30 20:18:00,2026-04-30 20:29:00,37.771303,-122.401829,37.763655,-122.420485,9.03,0.0,1.0,completed
RIDE00031028,DRV001991,PAS002736,2026-04-30 17:10:00,2026-04-30 19:09:00,37.759117,-122.423434,37.351673,-121.895272,151.89,0.0,1.0,completed
RIDE00031029,DRV000953,PAS004096,2026-04-30 18:47:00,2026-04-30 20:47:00,37.32699,-121.872732,37.752007,-122.421795,156.89,0.0,1.0,completed
RIDE00031030,DRV000946,PAS004405,2026-04-30 17:42:00,2026-04-30 17:57:00,37.806733,-122.426414,37.755149,-122.406172,17.51,0.0,1.0,completed
RIDE00031031,DRV000570,PAS004854,2026-04-30 10:23:00,2026-04-30 12:15:00,37.818805,-122.420272,37.323465,-121.903506,161.17,22.0,1.0,completed
RIDE00031032,DRV001092,PAS001093,2026-04-30 18:41:00,2026-04-30 18:54:00,37.788844,-122.434244,37.749113,-122.410517,33.94,0.0,2.27,completed
RIDE00031033,DRV000360,PAS002171,2026-04-30 16:42:00,2026-04-30 16:48:00,37.77097,-122.450874,37.746767,-122.443575,9.14,0.0,1.0,completed
RIDE00031034,DRV000353,PAS000550,2026-04-30 23:42:00,2026-04-30 23:49:00,37.766181,-122.429203,37.781744,-122.451048,9.12,0.0,1.0,completed
RIDE00031035,DRV000245,PAS004919,2026-04-30 02:19:00,2026-04-30 02:24:00,37.871019,-122.279402,37.867964,-122.259221,7.16,0.0,1.0,completed
RIDE00031036,DRV001849,PAS003155,2026-04-30 20:45:00,2026-04-30 20:50:00,37.789938,-122.426947,37.791596,-122.446198,6.98,0.0,1.0,completed
RIDE00031037,DRV000480,PAS003954,2026-04-30 09:40:00,2026-04-30 09:52:00,37.796243,-122.436567,37.813853,-122.44399,9.71,0.0,1.0,completed
RIDE00031038,DRV000749,PAS001153,2026-04-30 09:07:00,2026-04-30 09:18:00,,-122.414234,37.795462,-122.416592,9.57,0.0,1.0,completed
RIDE00031039,DRV000284,PAS003214,2026-04-30 10:04:00,2026-04-30 10:09:00,37.760821,-122.407371,37.784996,-122.416286,8.9,0.0,1.0,completed
RIDE00031040,DRV001707,PAS001649,2026-04-30 12:34:00,2026-04-30 12:53:00,37.865339,-122.2803,37.798344,-122.401764,30.97,5.0,1.0,completed
RIDE00031041,DRV001613,PAS003470,2026-04-30 16:50:00,2026-04-30 17:03:00,37.758748,-122.464863,37.818696,-122.431438,19.15,0.0,1.0,completed
RIDE00031042,DRV001045,PAS004346,2026-04-30 17:24:00,2026-04-30 17:33:00,37.779022,-122.422656,37.784869,-122.408502,7.66,0.0,1.0,completed
RIDE00031043,DRV001917,PAS004343,2026-04-30 17:10:00,2026-04-30 17:27:00,37.795732,-122.265914,37.856132,-122.25877,19.4,2.0,1.0,completed
RIDE00031044,DRV000200,PAS000272,2026-04-30 20:46:00,2026-04-30 20:56:00,37.782733,-122.40594,37.779139,-122.418,7.48,0.0,1.0,completed
RIDE00031045,DRV000651,PAS004127,2026-04-30 08:10:00,2026-04-30 08:17:00,37.799172,-122.265285,37.787538,-122.254977,16.35,0.0,2.22,completed
RIDE00031046,DRV001984,PAS002319,2026-04-30 09:37:00,2026-04-30 09:44:00,37.794691,-122.444913,37.7501,-122.420734,14.04,3.0,1.0,completed
RIDE00031047,DRV001584,PAS003423,2026-04-30 17:41:00,2026-04-30 17:53:00,37.77676,-122.39453,37.802332,-122.399149,11.13,1.0,1.0,completed
RIDE00031048,DRV001815,PAS004553,2026-04-30 06:00:00,2026-04-30 06:16:00,37.775012,-122.406291,37.793356,-122.267687,28.91,0.0,1.0,completed
RIDE00031049,DRV000451,PAS003421,2026-04-30 12:30:00,2026-04-30 13:01:00,37.885487,-122.282217,37.794615,-122.4439,42.3,0.0,1.0,completed
RIDE00031050,DRV000475,PAS001884,2026-04-30 10:51:00,2026-04-30 11:00:00,37.774589,-122.429538,37.790893,-122.415776,9.01,0.0,1.0,completed
RIDE00031051,DRV001853,PAS002580,2026-04-30 10:15:00,2026-04-30 10:20:00,37.808505,-122.412328,37.823926,-122.423838,7.48,0.0,1.0,completed
RIDE00031052,DRV001098,PAS000166,2026-04-30 11:35:00,2026-04-30 12:00:00,37.818677,-122.266077,37.78118,-122.403208,32.31,0.0,1.0,completed
RIDE00031053,DRV001207,PAS000522,2026-04-30 15:23:00,2026-04-30 15:56:00,37.854895,-122.267786,37.746371,-122.429448,45.02,0.0,1.0,completed
RIDE00031054,DRV000413,PAS003504,2026-04-30 18:55:00,2026-04-30 19:00:00,37.812838,-122.400695,37.804546,-122.400078,5.62,0.0,1.0,completed
RIDE00031055,DRV001816,PAS001291,2026-04-30 08:39:00,2026-04-30 08:48:00,37.761945,-122.432605,37.755087,-122.405382,9.6,0.0,1.0,completed
RIDE00031056,DRV000538,PAS002411,2026-04-30 16:35:00,2026-04-30 16:46:00,37.791994,-122.441155,37.801289,-122.405674,11.55,2.0,1.0,completed
RIDE00031057,DRV000094,PAS001500,2026-04-30 14:35:00,2026-04-30 14:40:00,37.805707,-122.259981,37.801512,-122.276479,6.66,0.0,1.0,completed
RIDE00031058,DRV000268,PAS003227,2026-04-30 15:55:00,2026-04-30 16:05:00,37.824588,-122.408505,37.773771,-122.444012,16.8,3.0,1.0,completed
RIDE00031059,DRV000977,PAS003183,2026-04-30 07:23:00,2026-04-30 07:55:00,37.812008,-122.278111,37.760462,-122.423528,36.61,0.0,1.0,completed
RIDE00031060,DRV000725,PAS004065,2026-04-30 18:43:00,2026-04-30 18:48:00,37.878122,-122.255741,37.878867,-122.267244,5.77,0.0,1.0,completed
RIDE00031061,DRV000349,PAS004809,2026-04-30 07:11:00,2026-04-30 07:25:00,37.797737,-122.417593,37.776691,-122.403392,27.11,5.0,2.39,completed
RIDE00031062,DRV000717,PAS002792,2026-04-30 22:58:00,2026-04-30 23:03:00,37.81239,-122.412124,37.806736,-122.395851,6.73,0.0,1.0,completed
RIDE00031063,DRV000175,PAS003502,2026-04-30 23:48:00,2026-04-30 23:58:00,37.372001,-122.076493,37.382342,-122.081684,7.67,0.0,1.0,completed
RIDE00031064,DRV001015,PAS002025,2026-04-30 18:48:00,2026-04-30 19:01:00,37.75286,-122.413633,37.755713,-122.443123,10.97,3.0,1.0,completed
RIDE00031065,DRV001845,PAS000978,2026-04-30 16:32:00,2026-04-30 16:46:00,37.744092,-122.446651,37.79864,-122.442916,17.33,0.0,1.0,completed
RIDE00031066,DRV000864,PAS000476,2026-04-30 11:22:00,2026-04-30 11:40:00,37.798283,-122.278153,37.809174,-122.426041,30.74,0.0,1.0,completed
RIDE00031067,DRV000185,PAS000445,2026-04-30 09:53:00,,37.786985,-122.438211,,,0.0,0.0,1.0,cancelled
RIDE00031068,DRV001014,PAS004814,2026-04-30 18:00:00,2026-04-30 18:06:00,37.807987,-122.389029,37.804119,-122.420004,15.96,0.0,1.75,completed
RIDE00031069,DRV000185,PAS002087,2026-04-30 17:36:00,2026-04-30 18:10:00,37.769686,-122.433661,37.80757,-122.267216,39.34,7.0,1.0,completed
RIDE00031070,DRV000020,PAS002702,2026-04-30 03:49:00,2026-04-30 04:43:00,37.759998,-122.416284,37.451591,-122.130851,93.12,0.0,1.0,completed
RIDE00031071,DRV001209,PAS001249,2026-04-30 09:01:00,2026-04-30 09:13:00,37.772539,-122.441116,37.757075,-122.428543,9.68,2.0,1.0,completed
RIDE00031072,DRV000258,PAS004991,2026-04-30 19:12:00,2026-04-30 19:17:00,37.777517,-122.401712,37.769295,-122.420715,12.1,0.0,1.65,completed
RIDE00031073,DRV000204,PAS001065,2026-04-30 16:20:00,2026-04-30 16:31:00,37.336655,-121.893131,37.321475,-121.867794,10.7,2.0,1.0,completed
RIDE00031074,DRV000295,PAS000830,2026-04-30 18:37:00,2026-04-30 18:53:00,37.816486,-122.451471,37.755983,-122.459376,37.51,6.0,1.96,completed
RIDE00031075,DRV001401,PAS002240,2026-04-30 19:35:00,2026-04-30 21:35:00,37.757266,-122.459249,37.347888,-121.895469,156.44,20.0,1.0,completed
RIDE00031076,DRV001910,PAS003626,2026-04-30 12:43:00,2026-04-30 13:57:00,37.772501,-122.444264,37.458071,-122.128837,102.85,0.0,1.0,completed
RIDE00031077,DRV001045,PAS003119,2026-04-30 18:28:00,2026-04-30 18:33:00,37.789264,-122.384931,37.777967,-122.406862,21.75,0.0,2.71,completed
RIDE00031078,DRV000958,PAS002079,2026-04-30 07:01:00,,37.441534,-122.158264,,,0.0,0.0,1.0,cancelled
RIDE00031079,DRV000826,PAS000945,2026-04-30 09:43:00,2026-04-30 09:52:00,37.794856,-122.3825,37.757393,-122.425402,15.03,0.0,1.0,completed
RIDE00031080,DRV001282,PAS000575,2026-04-30 07:43:00,2026-04-30 08:02:00,37.788533,-122.393584,37.763469,-122.452388,18.48,4.0,1.0,completed
RIDE00031081,DRV001575,PAS003876,2026-04-30 04:06:00,2026-04-30 04:11:00,37.37161,-122.093397,37.379241,-122.07563,7.12,1.0,1.0,completed
RIDE00031082,DRV000567,PAS004677,2026-04-30 18:34:00,2026-04-30 18:43:00,37.787715,-122.403143,37.809315,-122.425695,26.62,4.0,2.5,completed
RIDE00031083,DRV001907,PAS003158,2026-04-30 07:33:00,2026-04-30 07:46:00,37.785868,-122.396681,37.810264,-122.40765,16.7,2.0,1.46,completed
RIDE00031084,DRV001401,PAS003224,2026-04-30 23:48:00,2026-05-01 01:02:00,37.817355,-122.26416,37.404093,-122.085559,109.7,18.0,1.0,completed
RIDE00031085,DRV001409,PAS002477,2026-04-30 18:52:00,2026-04-30 19:18:00,37.808299,-122.254233,37.746124,-122.431919,40.19,0.0,1.0,completed
RIDE00031086,DRV000118,PAS004620,2026-04-30 21:17:00,,37.766068,-122.46384,,,0.0,0.0,1.0,cancelled
RIDE00031087,DRV001479,PAS002305,2026-04-30 18:35:00,2026-04-30 19:09:00,37.793964,-122.283792,37.787504,-122.452361,38.65,8.0,1.0,completed
RIDE00031088,DRV000832,PAS001447,2026-04-30 15:17:00,2026-04-30 15:22:00,37.78131,-122.410571,37.790646,-122.398859,6.56,0.0,1.0,completed
RIDE00031089,DRV000404,PAS004505,2026-04-30 14:45:00,2026-04-30 16:42:00,37.345906,-121.904121,37.786412,-122.451303,157.89,24.0,1.0,completed
RIDE00031090,DRV001166,PAS000421,2026-04-30 16:22:00,2026-04-30 17:27:00,37.396408,-122.075002,37.777045,-122.414491,112.7,0.0,1.0,completed
RIDE00031091,DRV000021,PAS003142,2026-04-30 19:57:00,2026-04-30 20:12:00,37.786963,-122.450804,37.818018,-122.401322,16.72,0.0,1.0,completed
RIDE00031092,DRV001314,PAS001678,2026-04-30 15:02:00,2026-04-30 15:10:00,37.7867,-122.432037,37.786382,-122.445561,6.98,0.0,1.0,completed
RIDE00031093,DRV001601,PAS000681,2026-04-30 11:51:00,2026-04-30 11:59:00,37.805031,-122.415515,37.815875,-122.442753,10.74,2.0,1.12,completed
RIDE00031094,DRV001731,PAS004696,2026-04-30 19:48:00,2026-04-30 21:48:00,37.347664,-121.889441,37.778588,-122.448734,158.81,36.0,1.0,completed
RIDE00031095,DRV001600,PAS002699,2026-04-30 10:14:00,2026-04-30 10:25:00,37.390201,-122.100037,37.376702,-122.089016,8.93,0.0,1.0,completed
RIDE00031096,DRV001126,PAS004678,2026-04-30 12:50:00,2026-04-30 13:02:00,37.754946,-122.433658,37.761533,-122.423025,8.17,0.0,1.0,completed
RIDE00031097,DRV000686,PAS000783,2026-04-30 20:14:00,2026-04-30 21:17:00,37.439536,-122.140169,37.854918,-122.27932,105.02,0.0,1.0,completed
RIDE00031098,DRV001213,PAS000885,2026-04-30 10:53:00,2026-04-30 11:04:00,37.749189,-122.451594,37.80129,-122.415403,17.37,0.0,1.0,completed
RIDE00031099,DRV001907,PAS000547,2026-04-30 18:35:00,2026-04-30 18:43:00,37.810416,-122.418309,37.792119,-122.41556,12.39,0.0,1.46,completed
RIDE00031100,DRV000220,PAS004315,2026-04-30 05:32:00,2026-04-30 06:43:00,37.74893,-122.411212,37.399879,-122.070684,109.66,0.0,1.0,completed
RIDE00031101,DRV001517,PAS004747,2026-04-30 21:46:00,,37.760656,-122.411671,,,0.0,0.0,1.0,cancelled
RIDE00031102,DRV000622,PAS000572,2026-04-30 17:29:00,2026-04-30 19:21:00,37.368569,-122.070233,37.79583,-122.38545,213.18,50.0,1.61,completed
RIDE00031103,DRV000157,PAS004221,2026-04-30 16:47:00,2026-04-30 16:59:00,37.798002,-122.384406,37.816542,-122.420727,12.75,0.0,1.0,completed
RIDE00031104,DRV000554,PAS000788,2026-04-30 04:31:00,2026-04-30 05:00:00,37.865527,-122.265156,37.792999,-122.451878,56.57,0.0,1.31,completed
RIDE00031105,DRV000250,PAS003931,2026-04-30 17:33:00,2026-04-30 17:47:00,37.450108,-122.126856,37.427367,-122.131663,20.58,4.0,1.84,completed
RIDE00031106,DRV000177,PAS003483,2026-04-30 19:58:00,,37.322448,-121.87424,,,0.0,0.0,2.71,cancelled
RIDE00031107,DRV000892,PAS002256,2026-04-30 13:31:00,2026-04-30 13:39:00,,-122.420525,37.759038,-122.420469,7.36,0.0,1.0,completed
RIDE00031108,DRV000212,PAS002572,2026-04-30 21:19:00,2026-04-30 21:31:00,37.866579,-122.285309,37.880004,-122.280477,8.82,0.0,1.0,completed
RIDE00031109,DRV000445,PAS004847,2026-04-30 10:41:00,2026-04-30 10:46:00,37.79947,-122.452766,37.764924,-122.443757,10.86,0.0,1.0,completed
RIDE00031110,DRV001073,PAS000678,2026-04-30 13:34:00,2026-04-30 13:42:00,37.7946,-122.4547,37.776785,-122.430159,10.02,0.0,1.0,completed
RIDE00031111,DRV001169,PAS003556,2026-04-30 18:46:00,2026-04-30 18:55:00,37.796089,-122.45592,37.794145,-122.438089,7.97,0.0,1.0,completed
RIDE00031112,DRV000615,PAS003765,2026-04-30 05:19:00,,37.777242,-122.390779,,,0.0,0.0,1.0,cancelled
RIDE00031113,DRV001643,PAS003720,2026-04-30 12:14:00,2026-04-30 12:19:00,37.769563,-122.43127,37.757038,-122.420148,6.98,0.0,1.0,completed
RIDE00031114,DRV000487,PAS002835,2026-04-30 07:37:00,,37.820317,-122.448149,,,0.0,0.0,1.96,cancelled
RIDE00031115,DRV001492,PAS002806,2026-04-30 18:09:00,2026-04-30 18:48:00,37.809486,-122.418239,37.877497,-122.265399,73.26,0.0,1.78,completed
RIDE00031116,DRV000766,PAS004546,2026-04-30 17:58:00,2026-04-30 18:07:00,37.789119,-122.407607,37.772645,-122.416521,8.69,2.0,1.0,completed
RIDE00031117,DRV001085,PAS003918,2026-04-30 19:28:00,2026-04-30 21:28:00,37.758545,-122.424072,37.340162,-121.891331,154.19,33.0,1.0,completed
RIDE00031118,DRV001018,PAS001131,2026-04-30 19:08:00,2026-04-30 19:13:00,37.434132,-122.138282,37.456971,-122.155566,9.18,0.0,1.0,completed
RIDE00031119,DRV001936,PAS002406,2026-04-30 13:24:00,2026-04-30 13:31:00,37.792561,-122.39364,37.764994,-122.394182,9.96,0.0,1.0,completed
RIDE00031120,DRV001860,PAS002216,2026-04-30 08:19:00,2026-04-30 09:55:00,37.39077,-122.079284,37.762152,-122.412106,169.12,24.0,1.41,completed
RIDE00031121,DRV000464,PAS001032,2026-04-30 13:59:00,2026-04-30 14:08:00,37.768573,-122.444174,37.782316,-122.435458,8.19,1.0,1.0,completed
RIDE00031122,DRV000736,PAS000308,2026-04-30 20:27:00,2026-04-30 20:33:00,37.75926,-122.451726,37.761886,-122.408418,10.98,0.0,1.0,completed
RIDE00031123,DRV000364,PAS001858,2026-04-30 17:44:00,2026-04-30 17:53:00,37.811052,-122.437083,37.809221,-122.418585,8.07,0.0,1.0,completed
RIDE00031124,DRV001495,PAS003565,2026-04-30 17:58:00,2026-04-30 18:33:00,37.871736,-122.269888,37.775289,-122.402253,40.68,6.0,1.0,completed
RIDE00031125,DRV000138,PAS004852,2026-04-30 17:36:00,,37.754408,-122.430162,,,0.0,0.0,1.0,cancelled
RIDE00031126,DRV000684,PAS002344,2026-04-30 12:52:00,2026-04-30 14:25:00,37.322572,-121.893453,37.80029,-122.394741,151.32,0.0,1.0,completed
RIDE00031127,DRV001638,PAS002464,2026-04-30 15:40:00,2026-04-30 15:52:00,37.807948,-122.420042,37.790199,-122.411065,9.82,0.0,1.0,completed
RIDE00031128,DRV000470,PAS001585,2026-04-30 17:51:00,2026-04-30 17:56:00,37.794197,-122.381934,37.800922,-122.411937,8.8,0.0,1.0,completed
RIDE00031129,DRV000252,PAS000023,2026-04-30 07:17:00,,37.376199,-122.082212,,,0.0,0.0,1.0,cancelled
RIDE00031130,DRV000044,PAS000960,2026-04-30 17:23:00,2026-04-30 17:29:00,37.799572,-122.409782,37.782141,-122.414488,7.77,0.0,1.0,completed
RIDE00031131,DRV000364,PAS000055,2026-04-30 07:12:00,2026-04-30 07:17:00,37.808911,-122.398725,37.817905,-122.393801,5.91,0.5,1.0,completed
RIDE00031132,DRV000439,PAS001959,2026-04-30 12:14:00,2026-04-30 12:21:00,37.766261,-122.413113,37.801407,-122.415386,11.45,0.0,1.0,completed
RIDE00031133,DRV000458,PAS004950,2026-04-30 15:31:00,2026-04-30 15:39:00,37.788961,-122.39632,37.770357,-122.461626,15.58,0.0,1.0,completed
RIDE00031134,DRV000697,PAS004337,2026-04-30 19:19:00,2026-04-30 19:24:00,70.79073670505363,-122.437024,37.767967,-122.414729,7.51,0.0,1.0,completed
RIDE00031135,DRV000134,PAS000751,2026-04-30 15:54:00,2026-04-30 15:59:00,37.752135,-122.40023,37.767064,-122.416778,7.86,0.0,1.0,completed
RIDE00031136,DRV001350,PAS002305,2026-04-30 11:15:00,2026-04-30 12:16:00,37.800753,-122.416458,37.438941,-122.14963,102.34,16.0,1.0,completed
RIDE00031137,DRV001901,PAS001032,2026-04-30 07:15:00,2026-04-30 08:03:00,37.808951,-122.280488,37.781235,-122.450544,43.6,7.0,1.0,completed
RIDE00031138,DRV001752,PAS001768,2026-04-30 07:26:00,2026-04-30 07:35:00,37.771343,-122.45828,37.81318,-122.426199,14.72,0.0,1.0,completed
RIDE00031139,DRV001401,PAS004530,2026-04-30 12:01:00,2026-04-30 12:20:00,37.815685,-122.400233,37.760719,-122.453316,21.66,0.0,1.0,completed
RIDE00031140,DRV001613,PAS003184,2026-04-30 18:26:00,2026-04-30 18:59:00,37.861683,-122.257593,37.758476,-122.43161,86.2,16.0,1.88,completed
RIDE00031141,DRV001280,PAS003657,2026-04-30 23:03:00,2026-04-30 23:27:00,37.798153,-122.444516,37.871032,-122.266024,40.58,7.0,1.0,completed
RIDE00031142,DRV001340,PAS000188,2026-04-30 08:16:00,2026-04-30 10:16:00,37.352238,-121.881797,37.865806,-122.276132,155.47,0.0,1.0,completed
RIDE00031143,DRV001681,PAS003247,2026-04-30 16:46:00,2026-04-30 17:06:00,37.794076,-122.425343,37.789014,-122.288469,29.57,0.0,1.0,completed
RIDE00031144,DRV001485,PAS004979,2026-04-30 20:23:00,2026-04-30 20:54:00,37.754966,-122.435436,37.810253,-122.273404,38.94,0.0,1.0,completed
RIDE00031145,DRV001857,PAS000556,2026-04-30 16:39:00,2026-04-30 16:46:00,37.770405,-122.406281,37.821071,-122.404727,-14.46,0.0,1.0,completed
RIDE00031146,DRV001118,PAS002612,2026-04-30 12:46:00,2026-04-30 12:55:00,37.769861,-122.423493,37.77718,-122.435579,7.54,1.0,1.0,completed
RIDE00031147,DRV001191,PAS001119,2026-04-30 19:44:00,2026-04-30 21:28:00,37.809192,-122.283927,37.441566,-122.141548,243.1,0.0,2.24,completed
